Id,Water_.g.,Energ_Kcal,Protein_.g.,Lipid_Tot_.g.,Ash_.g.,Carbohydrt_.g.,Fiber_TD_.g.,Sugar_Tot_.g.,Calcium_.mg.,Iron_.mg.,Magnesium_.mg.,Phosphorus_.mg.,Potassium_.mg.,Sodium_.mg.,Zinc_.mg.,Copper_.mg.,Manganese_.mg.,Selenium_.µg.,Vit_C_.mg.,Thiamin_.mg.,Riboflavin_.mg.,Niacin_.mg.,Panto_Acid_.mg.,Vit_B6_.mg.,Folate_Tot_.µg.,Folic_Acid_.µg.,Food_Folate_.µg.,Folate_DFE_.µg.,Choline_Tot_.mg.,Vit_B12_.µg.,Vit_A_IU,Vit_A_RAE,Retinol_.µg.,Alpha_Carot_.µg.,Beta_Carot_.µg.,Beta_Crypt_.µg.,Lycopene_.µg.,Lut.Zea_.µg.,Vit_E_.mg.,Vit_D_µg,Vit_D_IU,Vit_K_.µg.,FA_Sat_.g.,FA_Mono_.g.,FA_Poly_.g.,Cholestrl_.mg.
4703,74,109,5.7,1.8,1.0015,17.4,2.1,1,14,0.8,33,113,246.85,240,0.7,0.09155,0.24575,4.25,8,0.09315,0.13815,1.396,0.32925,0.14535,29.15,5.5,23.6,33.05,19.65,0.0710000000000002,106,32,2,6,56.6,41.9,529.1,346.15,0.2155,0.01,0.349999999999998,6.925,0.299999999999999,0.8,0.6,4.1
4704,75.5,103,3,2.8,1,17.7,3.1,1,51,0.9,23.8,77,175,237,0.6,0.07255,0.22785,2.85,8,0.06585,0.1268,1.00955,0.3099,0.12705,27.4,2.5,24.95,29.15,22.115,0.0350000000000001,0,10.3,2.65000000000001,14.9,64.75,38.4,454.55,267.55,0.2065,0.025,0,1.7,0.4,1.4,0.8,1
4705,68,113,6,1.13,0.9715,19,2.5,8,22,0.8,32,104,261.85,134,0.7,0.0717,0.242,2.2,17,0.1099,0.0858,1.6015,0.46555,0.13275,36.9,3.9,32.9,39.7,23.565,0.0470000000000002,106,32,7.30000000000001,13.7,54.35,42.9,266.6,372.1,0.1735,0.005,0.149999999999995,3.515,0.24,0.410000000000001,0.44,11
4706,72.4,126,5.7,4,1.1,16.8,2.7,1.9,89,0.8,30,118,122,248,1.1,0.0815,0.24485,10.24,0,0.08835,0.16335,1.26855,0.29335,0.1348,26.5,13.15,13.25,35.75,15.82,0.221,0,29.95,20.45,8.5,100.1,19.35,1192.05,230.5,0.467,0,0,9.395,2.3,1,0.4,12
4707,74,90,2,3.2,1.123,15,2.9,3,28,1,19.3,35,233,245,0.4935,0.07385,0.16265,4.135,4,0.06905,0.11935,1.08675,0.33255,0.105,26.9,3.6,23.35,29.4,19.525,0.0764999999999998,689,207,7.50000000000001,21.15,111.65,39.9,1294.6,319.1,0.3145,0.0600000000000001,2.25,3.89,0.5,1.9,0.8,0
4708,8.19,358,10.64,1.32,4.05,75.8,1.2,2.4,18,2.77,31,126,153,1238,1.36,0.176,1.007,32.9,0,0.593,0.097,5.123,0.565,0.183,26,4,22,28,9.4,0,51,3,0,0,29,1,2,105,0.15,0,0,0.6,0.389,0.328,0.463,0
4709,69.33,136,2.65,3.45,1.03,23.54,0.7,0.64,7,0.95,10,36,58,377,0.46,0.058,0.315,9.5,1.375,0.15,0.027,1.423,0.16,0.05,29.15,17.85,11.35,41.75,3.8,0.0515000000000001,139,42,42,8,30,2.55,285.2,68.55,0.27,0.025,1,1.96,0.746,1.421,1.161,3.15000000000001
4710,64.67,214,20.49,14.06,0.94,0,0,0,19,1.98,10,185,243,48,3.15,0.057,0.003,19.7,0,0.05,0.226,4.923,0.44905,0.622,3,0,3,2.99999999999999,53,1.81,14,4.00000000000001,4,0,0,0,0,0,0.24,0.1,4,1.5,5.981,6.549,0.659,61
4711,65.49,208,20.69,13.27,0.95,0,0,0,19,2.13,10,179,235,42,3.09,0.065,0.002,19.2,0,0.053,0.202,4.865,0.355,0.672,3,0,3,2.99999999999999,55.4,1.83,15,4.00000000000001,4,0,0,0,0,0,0.2,0.1,4,1.5,5.696,6.119,0.613,60
4712,64.06,223,20.11,15.18,0.92,0,0,0,21,1.64,10,177,232,40,3.32,0.051,0.002,20,0,0.049,0.187,5.153,0.4405,0.572,3,0,3,2.99999999999999,52,1.68,15,4.00000000000001,4,0,0,0,0,0,0.22,0.1,5,1.6,6.495,7.07,0.698,62
4713,65,215,20.28,14.19,0.92,0,0,0,23,1.73,10,188,246,52,3.43,0.047,0.002,19.2,0,0.052,0.175,5.136,0.456,0.576,3,0,3,2.99999999999999,83.1,1.7,15,4.00000000000001,4,0,0,0,0,0,0.2,0.1,4,1.3,6.211,6.707,0.663,62
4714,55.38,281,25.18,19.22,0.99,0,0,0,18,3.32,21,215,261,62,3.86,0.056,0.003,24.9,0,0.058,0.203,5.274,0.534,0.663,6,0,6,6,57.1,1.94,26,8,8,0,0,0,0,0,0.21,0.1,5,1.6,7.806,8.425,0.853,84
4715,73,133,21.41,4.66,1.05,0,0,0,5,2.14,24,213,378,62,4.97,0.093,0.011,31.4,0,0.059,0.17,5.455,0.727,0.612,7,0,7,7,86.5,3.17,0,0,0,0,0,0,0,0,0.17,0.0649999999999999,2.55,0.199999999999999,1.755,2.152,0.277,61
4716,65.1,174,28.79,5.71,1.15,0,0,0,5,2.67,26,236,365,55,6.84,0.097,0.011,42.8,0,0.067,0.192,5.815,0.766,0.577,8,0,8,8,103.4,4.25,0,0,0,0,0,0,0,0,0.2,0.1,4.1,0,2.218,2.666,0.325,82
4717,73.52,124,21.96,3.24,1.12,0,0,0,5,2.38,25,219,386,57,5.74,0.098,0.011,31.3,0,0.08,0.204,5.76,0.82,0.622,7,0,7,7,91.1,2.87,0,0,0,0,0,0,0,0,0.17,0.05,2.4,0.199999999999999,1.225,1.338,0.269,61
4718,66.28,160,29.24,3.91,1.17,0,0,0,5,2.98,27,245,365,52,8.06,0.142,0.019,40.8,0,0.065,0.21,5.99,0.859,0.524,8,0,8,8,101.9,4.04,0,0,0,0,0,0,0,0,0.19,0.09,4.4,0,1.267,1.385,0.255,78
4719,65.57,181,26.07,7.68,1.03,0,0,0,5,2.58,25,227,361,60,5.26,0.09,0.011,38.9,0,0.081,0.223,5.035,0.858,0.586,8,0,8,8,102.8,4.73,0,0,0,0,0,0,0,0,0.17,0.0849999999999999,3.35,0.199999999999999,2.737,2.872,0.381,76
4720,72.79,142,20.93,5.79,0.9,0,0,0,5,2.39,25,219,366,60,4.38,0.13,0.018,31.8,0,0.089,0.269,5.57,0.921,0.519,7,0,7,7,85.2,5.09,0,0,0,0,0,0,0,0,0.0900000000000001,0.08,2.6,0.199999999999999,1.988,1.979,0.337,58
4721,65.02,184,26.07,8.11,1.03,0,0,0,5,2.57,24,223,342,59,6.85,0.097,0.013,40.1,0,0.068,0.268,5.165,0.784,0.567,11,0,11,11,94,4.56,0,0,0,0,0,0,0,0,0.18,0.095,3.65,0.4,3.031,3.38,0.405,74
4722,72.54,140,21.13,5.51,0.88,0,0,0,4,2.64,25,221,370,58,5.99,0.107,0.02,32,0,0.093,0.253,5.32,0.861,0.622,7,0,7,7,86.9,4.68,0,0,0,0,0,0,0,0,0.18,0.0649999999999999,2.65,0.199999999999999,1.791,1.933,0.341,58
4723,64.65,176,26.66,6.94,1.07,0,0,0,5,3.23,28,249,401,62,7.58,0.073,0.019,44.3,0,0.087,0.344,5.49,0.949,0.593,11,0,11,11,104,5.71,0,0,0,0,0,0,0,0,0.18,0.1,4.55,0.4,2.235,2.373,0.376,77
4724,61.93,228,24.7,13.59,0.94,0,0,0,6,2.78,23,199,317,78,8.77,0.139,0.018,37,0,0.07,0.247,3.72,0.881,0.376,6,0,6,6,101.7,5.75,0,0,0,0,0,0,0,0,0.14,0.1,4.75,0.9,5.432,5.711,0.558,83
4725,71.19,166,19.38,9.22,0.94,0,0,0,6,2.62,23,198,324,75,7.47,0.116,0.017,31.5,0,0.14,0.258,3.5,0.99,0.358,3,0,3,2.99999999999999,102.7,5.23,0,0,0,0,0,0,0,0,0.16,0.1,3.95,0.6,3.464,3.616,0.498,66
4726,62.22,212,25.29,11.52,0.93,0,0,0,6,3.1,24,211,333,76,9.61,0.122,0.017,39.3,0,0.079,0.382,4.06,1.07,0.41,6,0,6,6,112,6.18,0,0,0,0,0,0,0,0,0.14,0.1,4.95,0.9,4.423,4.568,0.572,83
4727,72.05,150,20.74,6.85,0.96,0,0,0,5,1.94,24,214,365,54,5.15,0.077,0.011,30.6,0,0.073,0.176,4.895,0.711,0.526,11,0,11,11,81.3,4.04,0,0,0,0,0,0,0,0,0.21,0.0649999999999999,2.5,0,2.3,2.497,0.321,58
4728,64.53,188,26.88,8.13,0.97,0,0,0,5,2.51,26,238,373,51,6.56,0.09,0.011,39.8,0,0.054,0.213,5.435,0.702,0.515,10,0,10,10,103.8,2.92,0,0,0,0,0,0,0,0,0.2,0.0849999999999999,3.55,0.199999999999999,2.759,2.983,0.367,75
4729,71.51,150,21.24,6.59,1.04,0,0,0,5,2.34,24,209,338,63,3.76,0.136,0.018,33.3,0,0.064,0.186,6.39,0.65,0.72,6,0,6,6,83.5,4.7,0,0,0,0,0,0,0,0,0.0800000000000001,0.08,2.4,0,2.301,2.94,0.309,61
4730,63.35,191,27.22,8.3,1.14,0,0,0,5,2.92,25,232,361,57,4.81,0.109,0.014,44.8,0,0.058,0.196,7.31,0.763,0.68,7,0,7,7,94.2,3.83,0,0,0,0,0,0,0,0,0.1,0.105,3.8,0,2.954,3.759,0.338,78
4731,72.8,144,20.54,6.22,0.92,0,0,0,5,1.95,23,196,327,58,3.72,0.131,0.016,33.3,0,0.087,0.269,4.51,0.799,0.503,7,0,7,7,61.775,3.97,0,0,0,0,0,0,0,0,0.0900000000000001,0.09,2.45,0.199999999999999,2.088,2.136,0.34,57
4732,65.65,177,26.22,7.2,1.02,0,0,0,5,2.59,25,225,356,59,5.24,0.171,0.014,38.7,0,0.078,0.267,5.187,0.856,0.596,8,0,8,8,107.9,5.16,0,0,0,0,0,0,0,0,0.17,0.11,3.75,0.199999999999999,2.833,2.933,0.41,78
4733,73.25,129,21.69,4,1.09,0,0,0,5,2.22,24,215,381,61,5.23,0.095,0.011,31.4,0,0.066,0.181,5.557,0.758,0.616,7,0,7,7,88.8,3.07,0,0,0,0,0,0,0,0,0.17,0.0549999999999999,2.4,0.199999999999999,1.578,1.881,0.275,61
4734,64.88,182,26.3,7.66,1.04,0,0,0,5,2.79,26,232,361,60,7.09,0.089,0.015,41.5,0,0.075,0.294,5.273,0.839,0.576,11,0,11,11,99,4.95,0,0,0,0,0,0,0,0,0.18,0.105,4.5,0.4,2.765,3.044,0.395,76
4735,65.46,177,27.12,6.78,1,0,0,0,5,2.51,26,240,377,52,6.84,0.089,0.011,39,0,0.059,0.217,5.177,0.751,0.496,10,0,10,10,104.3,3.23,0,0,0,0,0,0,0,0,0.2,0.08,3.45,0.199999999999999,2.527,2.712,0.358,77
4736,72.19,142,21.59,5.53,1.05,0,0,0,5,2.53,24,211,345,62,3.94,0.134,0.019,32.3,0,0.073,0.204,6.38,0.69,0.721,6,0,6,6,87.4,4.34,0,0,0,0,0,0,0,0,0.0800000000000001,0.075,2.55,0,2,2.503,0.309,61
4737,68.73,175,19.38,10.7,0.9,0.289999999999999,0,0,11,2.53,21,187,313,81,8.25,0.079,0.014,22.3,0,0.08,0.2,3.567,0.74,0.311,3,0,3,2.99999999999999,74.3,3.32,6,2,2,0,0,0,0,0,0.17,0.1,5,1.5,4.55,5.723,0.427,73
4738,70.24,161,20.14,8.99,0.93,0,0,0,12,2.34,20,181,303,93,8.14,0.081,0.013,21.4,0,0.08,0.2,3.56,0.72,0.323,3,0,3,2.99999999999999,71.1,3.56,8,2,2,0,0,0,0,0,0.16,0.1,4,1.5,3.94,4.59,0.41,80
4739,56.64,234,30.95,12.22,1.06,0,0,0,17,2.97,18,200,279,69,10.98,0.114,0.018,36.4,0,0.07,0.24,4.14,0.74,0.286,8,0,8,8,104,3.51,5,2,2,0,0,0,0,0,0.12,0.2,6,1.6,5.38,6.23,0.55,100
4740,57.54,221,32.1,10.24,1.12,0,0,0,16,2.86,21,212,292,70,10.94,0.095,0.017,34.3,0,0.07,0.24,4.22,0.67,0.295,8,0,8,8,101.9,3.4,8,2,2,0,0,0,0,0,0.05,0.1,5,1.6,3,6.4,0.69,99
4741,70.58,152,20.87,7.67,0.94,0,0,0,15,2.31,18,195,330,81,7.86,0.092,0.014,21.9,0,0.07,0.19,4.097,0.68,0.355,3,0,3,2.99999999999999,75.1,3.27,6,2,2,0,0,0,0,0,0.2,0.1,4,1.5,3.419,4.071,0.378,70
4742,71.19,146,20.96,6.95,0.96,0,0,0,15,2.24,18,193,317,82,7.44,0.093,0.014,21.3,0,0.07,0.187,4.167,0.71,0.357,3,0,3,2.99999999999999,74,3.24,7,2,2,0,0,0,0,0,0.17,0.1,4,1.5,3.03,3.55,0.34,70
4743,60.35,215,27.97,11.47,1.03,0,0,0,16,2.88,24,227,391,75,10.5,0.091,0.015,30.1,0,0.07,0.213,5.18,0.83,0.393,7,0,7,7,86.8,3.2,5,0.999999999999986,1,0,0,0,0,0,0.11,0.1,6,1.6,4.895,5.461,0.478,86
4744,61.45,199,27.88,9.77,1.03,0,0,0,19,2.81,25,226,356,74,10.6,0.082,0.015,32.8,0,0.07,0.22,5.31,0.84,0.454,7,0,7,7,94,3.5,7,2,2,0,0,0,0,0,0.1,0.1,4,1.6,2.9,6.13,0.58,91
4745,60.79,209,27.94,10.79,1.03,0,0,0,17,2.87,25,228,380,75,10.54,0.088,0.015,31,0,0.07,0.217,5.19,0.835,0.412,7,0,7,7,90.4,3.37,6,2,2,0,0,0,0,0,0.11,0.1,5,1.6,4.83,5.39,0.48,88
4746,70.25,153,21.29,7.56,0.94,0,0,0,15,2.28,22,202,371,70,8.39,0.072,0.01,22.8,0,0.075,0.17,4.827,0.73,0.392,3,0,3,2.99999999999999,73.4,3.07,7,2,2,0,0,0,0,0,0.17,0.1,4,1.5,3.267,3.71,0.372,67
4747,60.05,200,31.32,8.3,1.42,0,0,0,13,3.76,25,234,358,60,9.39,0.14,0.015,38.6,0,0.08,0.282,4.923,0.83,0.512,8,0,8,8,100.6,3.38,5,0.999999999999986,1,0,0,0,0,0,0.13,0.1,6,1.6,2.835,3.757,0.47,97
4748,60.96,190,31.71,7.02,1.38,0,0,0,13,3.36,27,234,360,63,9.53,0.118,0.014,37.3,0,0.08,0.265,4.405,0.81,0.59,8,0,8,8,101.8,3.41,7,2,2,0,0,0,0,0,0.0800000000000001,0.1,5,1.6,2.239,2.731,0.48,99
4749,73.2,127,21.36,4.6,1.25,0,0,0,11,2.51,26,230,349,83,8.06,0.09,0.013,24.3,0,0.08,0.217,3.527,0.82,0.409,3,0,3,2.99999999999999,75.7,3.22,6,2,2,0,0,0,0,0,0.19,0.1,4,1.5,1.884,2.328,0.348,67
4750,74.46,117,21.22,3.53,1.12,0,0,0,11,2.26,24,216,344,76,7.93,0.084,0.012,25.2,0,0.08,0.22,3.74,0.91,0.448,3,0,3,2.99999999999999,81,3.02,7,2,2,0,0,0,0,0,0.2,0.1,3,1.5,1.47,1.7,0.32,68
4751,73.71,123,21.3,4.17,1.19,0,0,0,11,2.44,25,225,346,81,8,0.088,0.012,24.3,0,0.08,0.217,3.603,0.865,0.416,3,0,3,2.99999999999999,78.3,3.13,7,2,2,0,0,0,0,0,0.2,0.1,3,1.5,1.7,2.1,0.35,67
4752,60.08,191,32.41,6.82,1.26,0,0,0,16,2.96,23,228,319,67,8.32,0.12,0.017,34.6,0,0.075,0.25,4.117,0.71,0.511,8,0,8,8,102.6,2.73,6,2,2,0,0,0,0,0,0.11,0.1,5,1.6,2.8,3.5,0.45,99
4753,60.97,186,32.29,6.34,1.18,0,0,0,15,2.84,23,236,320,68,8.47,0.116,0.016,32.2,0,0.08,0.3,4.85,0.7,0.522,8,0,8,8,102.6,2.53,7,2,2,0,0,0,0,0,0.0700000000000001,0.1,4,1.6,2.514,3.164,0.432,102
4754,59.49,194,32.49,7.14,1.31,0,0,0,17,3.06,22,223,315,65,8.27,0.125,0.017,35.3,0,0.07,0.227,4.013,0.72,0.505,8,0,8,8,102.6,2.85,5,0.999999999999986,1,0,0,0,0,0,0.13,0.1,6,1.6,2.87,3.57,0.41,96
4755,72.79,124,21.9,3.99,1.12,0.210000000000001,0,0,14,2.2,20,209,359,81,5.51,0.093,0.014,26,0,0.08,0.17,5.19,0.67,0.568,3.99999999999999,0,4,4,74.6,2.42,7,2,2,0,0,0,0,0,0.15,0.1,3,1.5,1.748,2.16,0.287,66
4756,72.32,130,21.64,4.81,1.11,0.120000000000001,0,0,13,2.09,21,217,373,79,5.41,0.084,0.014,23.6,0,0.08,0.17,4.887,0.66,0.568,3,0,3,2.99999999999999,69.1,2.27,6,2,2,0,0,0,0,0,0.18,0.1,4,1.5,1.988,2.51,0.31,63
4757,57.56,222,30.91,10.91,1.56,0,0,0,14,3.25,22,210,312,65,11.39,0.098,0.016,35.3,0,0.071,0.252,4.02,0.782,0.325,8,0,8,8,95.6,3.55,5,2,2,0,0,0,0,0,0.1,0.2,6,1.6,4.253,5.551,0.508,106
4758,58.92,215,32.01,9.66,1.2,0,0,0,14,3.15,22,202,303,66,11.37,0.107,0.015,36.1,0,0.073,0.256,3.908,0.783,0.329,8,0,8,8,104.1,3.37,8,2,2,0,0,0,0,0,0.0600000000000001,0.1,4,1.6,3.567,4.259,0.531,108
4759,58.11,219,31.35,10.41,1.42,0,0,0,14,3.21,22,207,308,65,11.38,0.101,0.016,35.7,0,0.072,0.254,3.976,0.78,0.326,8,0,8,8,99.5,3.48,6,2,2,0,0,0,0,0,0.0900000000000001,0.1,5,1.6,3.981,5.041,0.516,107
4760,52.51,291,26.7,20.49,1.22,0,0,0,14,2.68,19,173,262,62,9.14,0.086,0.012,30.8,0,0.066,0.213,3.568,0.685,0.295,6,0,6,6,83.2,3.02,26,8,8,0,0,0,0,0,0.0800000000000001,0.1,6,1.6,8.261,9.478,0.857,99
4761,61.36,207,27.97,10.57,1.02,0,0,0,7,2.53,25,177,296,59,7,0.09,0.09,35.6,0,0.08,0.323,5.799,0.595,0.558,7,0,7,7,57,2.32,6,2,2,0,0,0,0,0,0.1,0.1,4,1.6,4.2,4.866,0.548,79
4762,66.7,196,19.17,13.26,0.98,0,0,0,12,2.19,20,184,336,76,6.99,0.071,0.011,22.9,0,0.079,0.167,4.032,0.679,0.397,3,0,3,2.99999999999999,63.9,2.82,13,4.00000000000001,4,0,0,0,0,0,0.16,0.1,4,1.5,5.726,6.568,0.576,66
4763,66,202,19.15,13.93,0.98,0,0,0,12,2.13,19,181,329,76,6.99,0.073,0.011,21.7,0,0.079,0.167,3.983,0.63,0.38,3,0,3,2.99999999999999,64.5,2.94,13,4.00000000000001,4,0,0,0,0,0,0.16,0.1,5,1.5,5.896,6.794,0.588,66
4764,67.76,187,19.2,12.27,0.98,0,0,0,12,2.27,20,188,347,77,6.98,0.067,0.011,24.6,0,0.079,0.167,4.106,0.728,0.421,3,0,3,2.99999999999999,63.2,2.63,14,4.00000000000001,4,0,0,0,0,0,0.17,0.1,4,1.5,5.473,6.229,0.557,67
4765,58.12,236,26.1,14.41,0.98,0.399999999999999,0,0,12,3.27,23,204,313,73,9.66,0.11,0.017,31.9,0,0.089,0.24,3.575,0.86,0.395,6,0,6,6,89.2,3.46,22,7,7,0,0,0,0,0,0.0900000000000001,0.1,5,1.6,5.963,7.02,0.806,89
4766,60.52,215,26.3,12.25,1.01,0,0,0,16,3.31,23,198,301,73,10.19,0.103,0.016,27.7,0,0.089,0.246,3.681,0.957,0.456,6,0,6,6,90.7,4.22,23,7,7,0,0,0,0,0,0.0700000000000001,0.1,4,1.6,5.285,6.491,0.766,98
4767,68.11,182,18.99,11.64,0.9,0.359999999999999,0,0,11,2.38,20,178,315,76,7.4,0.075,0.014,21.2,0,0.08,0.191,3.252,0.786,0.399,3,0,3,2.99999999999999,69.8,3.03,13,4.00000000000001,4,0,0,0,0,0,0.14,0.1,4,1.5,4.831,5.643,0.579,69
4768,67.31,189,18.85,12.4,0.9,0.530000000000001,0,0,11,2.37,20,177,312,75,7.32,0.075,0.014,21.5,0,0.08,0.195,3.316,0.853,0.402,3,0,3,2.99999999999999,69.3,2.9,13,4.00000000000001,4,0,0,0,0,0,0.15,0.1,5,1.5,5.137,6.04,0.617,70
4769,69.3,172,19.2,10.5,0.91,0.0899999999999999,0,0,11,2.38,20,181,320,76,7.51,0.076,0.014,20.8,0,0.079,0.183,3.292,0.72,0.421,3,0,3,2.99999999999999,70.4,3.22,13,4.00000000000001,4,0,0,0,0,0,0.12,0.1,4,1.5,4.37,5.047,0.522,68
4770,72.3,133,21.17,5.33,1.13,0.0700000000000003,0,0,12,2.66,24,234,403,74,6.72,0.071,0.013,23.8,0,0.09,0.206,4.549,0.76,0.564,3,0,3,2.99999999999999,68.3,2.66,11,3,3,0,0,0,0,0,0.19,0,2,1.5,2.124,2.648,0.329,64
4771,73.01,127,21.72,4.44,1.11,0,0,0,12,2.56,26,233,383,70,6.88,0.076,0.013,23.9,0,0.09,0.212,4.619,0.812,0.595,3,0,3,2.99999999999999,76.8,2.83,12,3,3,0,0,0,0,0,0.16,0,1,1.5,1.897,2.271,0.32,68
4772,60.3,236,24.63,15.29,0.94,0,0,0,18,2.22,20,187,308,76,8.48,0.071,0.012,25.2,0,0.072,0.178,4.368,0.678,0.38,6,0,6,6,72.5,3.01,22,7,7,0,0,0,0,0,0.11,0.1,5,1.6,6.354,7.243,0.664,83
4773,59.63,241,24.47,15.87,0.94,0,0,0,18,2.28,21,189,307,75,8.74,0.074,0.012,25.2,0,0.076,0.182,4.303,0.693,0.374,6,0,6,6,80,3.22,22,6,6,0,0,0,0,0,0.13,0.1,5,1.6,6.462,7.509,0.59,84
4774,53.8,275,28.23,18,1.3,0,0,0,14,2.8,20,181,273,65,9.55,0.09,0.013,32.2,0,0.07,0.225,3.772,0.724,0.312,7,0,7,7,88,3.19,26,8,8,0,0,0,0,0,0.0800000000000001,0.1,6,1.6,7.256,8.325,1.319,96
4775,55.43,261,29.18,16.05,1.15,0,0,0,14,2.76,20,177,270,66,9.59,0.095,0.013,32.7,0,0.071,0.227,3.72,0.726,0.314,7,0,7,7,91.7,3.1,26,8,8,0,0,0,0,0,0.05,0.1,5,1.6,6.629,7.397,1.271,94
4776,57.29,220,32.07,10.18,1.62,0,0,0,14,3.29,22,230,298,67,10.44,0.144,0.025,37.5,0,0.083,0.277,3.809,0.905,0.381,8,0,8,8,119,4.3,24,7,7,0,0,0,0,0,0.11,0.1,5,1.6,3.638,4.225,1.044,113
4777,56.78,225,32.21,10.74,1.55,0,0,0,15,3.38,22,230,303,66,10.46,0.144,0.015,37.1,0,0.088,0.276,3.787,0.904,0.372,8,0,8,8,122.2,4.29,23,7,7,0,0,0,0,0,0.11,0.1,6,1.6,3.888,4.521,0.611,112
4778,58.05,211,31.86,9.34,1.71,0,0,0,15,3.21,22,230,288,69,10.31,0.142,0.047,39.2,0,0.079,0.281,3.87,0.906,0.398,8,0,8,8,115.8,4.35,25,7,7,0,0,0,0,0,0.1,0.1,5,1.6,3.263,3.782,0.569,115
4779,73.3,128,21.13,4.79,1.19,0,0,0,11,2.43,25,223,343,80,7.93,0.087,0.012,24.1,0,0.08,0.214,3.587,0.858,0.413,3,0,3,2.99999999999999,77.6,3.11,11,3,3,0,0,0,0,0,0.2,0.1,4,1.5,2.059,2.457,0.377,67
4780,72.83,131,21.19,5.18,1.24,0,0,0,11,2.5,26,229,347,82,8,0.089,0.013,24.1,0,0.08,0.215,3.513,0.814,0.407,3,0,3,2.99999999999999,75,3.19,11,3,3,0,0,0,0,0,0.19,0.1,4,1.5,2.114,2.576,0.365,67
4781,52.01,305,25.48,22.58,0.83,0,0,0,14,2.7,20,170,239,70,9.73,0.097,0.013,29.7,0,0.09,0.227,3.299,0.749,0.287,6,0,6,6,87.4,3.45,27,8,8,0,0,0,0,0,0.0800000000000001,0.1,6,1.6,10.04,11.436,0.972,100
4782,50.69,317,25.26,24.05,0.82,0,0,0,14,2.67,20,168,228,70,9.64,0.096,0.012,29,0,0.089,0.221,3.246,0.713,0.273,6,0,6,6,81.8,3.55,26,8,8,0,0,0,0,0,0.0900000000000001,0.2,6,1.6,10.638,12.282,1.005,98
4783,53.99,287,25.81,20.38,0.84,0,0,0,14,2.76,21,180,269,71,10.23,0.096,0.013,31.9,0,0.091,0.245,3.501,0.786,0.308,6,0,6,6,93,3.29,27,8,8,0,0,0,0,0,0.0600000000000001,0.1,5,1.6,9.144,10.166,0.922,104
4784,63.84,235,17.48,18.33,0.84,0,0,0,12,2.24,18,165,277,78,7.07,0.07,0.011,18.7,0,0.078,0.168,3.293,0.649,0.296,3,0,3,2.99999999999999,62.8,3,15,4.00000000000001,4,0,0,0,0,0,0.15,0.1,5,1.5,7.979,9.206,0.726,75
4785,63.23,240,17.22,19.03,0.83,0,0,0,11,2.3,18,167,282,75,7.13,0.069,0.011,19.3,0,0.078,0.168,3.323,0.659,0.296,3,0,3,2.99999999999999,64.3,2.9,14,4.00000000000001,4,0,0,0,0,0,0.16,0.1,5,1.5,8.141,9.532,0.723,73
4786,64.76,227,17.87,17.28,0.86,0,0,0,12,2.15,17,162,273,85,7.04,0.072,0.01,18.6,0,0.078,0.167,3.318,0.64,0.306,3,0,3,2.99999999999999,61.3,3.09,15,4.99999999999999,5,0,0,0,0,0,0.14,0.1,4,1.5,7.738,8.716,0.729,78
4787,59.49,207,30.93,9.25,1.4,0,0,0,13,3.7,24,230,353,60,9.22,0.138,0.015,38.1,0,0.079,0.278,4.873,0.821,0.506,8,0,8,8,99.2,3.34,22,6,6,0,0,0,0,0,0.13,0.1,6,1.6,3.264,4.203,0.502,98
4788,60.15,200,31.18,8.41,1.35,0,0,0,13,3.29,26,228,352,62,9.28,0.116,0.014,36.6,0,0.079,0.26,4.347,0.798,0.578,8,0,8,8,99.7,3.36,24,7,7,0,0,0,0,0,0.0800000000000001,0.1,5,1.6,2.884,3.414,0.528,98
4789,51.36,303,27.16,21.56,0.94,0,0,0,16,2.51,16,169,241,65,8.93,0.097,0.014,31.7,0,0.066,0.208,3.791,0.669,0.269,7,0,7,7,88.9,3.12,26,8,8,0,0,0,0,0,0.11,0.2,6,1.6,9.268,10.359,0.88,96
4790,52.74,285,28.47,19.03,0.99,0,0,0,15,2.46,19,181,255,66,9.07,0.083,0.014,30.3,0,0.066,0.211,3.886,0.619,0.278,7,0,7,7,88.7,3.07,28,8,8,0,0,0,0,0,0.05,0.1,5,1.6,8.621,9.454,0.891,95
4791,65.78,210,18.87,14.99,0.86,0,0,0,15,2.16,16,177,302,76,7.02,0.083,0.012,19.6,0,0.07,0.166,3.821,0.62,0.337,3,0,3,2.99999999999999,66.5,2.94,13,4.00000000000001,4,0,0,0,0,0,0.18,0.1,5,1.5,6.387,7.274,0.614,70
4792,55.22,277,24.98,19.64,0.94,0,0,0,16,2.45,22,193,325,71,8.68,0.077,0.012,27.5,0,0.066,0.191,4.663,0.752,0.373,6,0,6,6,79,3.03,25,7,7,0,0,0,0,0,0.1,0.1,5,1.6,8.66,9.457,0.81,87
4793,54.74,283,24.95,20.35,0.94,0,0,0,15,2.46,21,192,333,71,8.63,0.079,0.012,26.8,0,0.066,0.188,4.649,0.746,0.357,6,0,6,6,75.8,2.89,24,7,7,0,0,0,0,0,0.1,0.1,6,1.6,8.677,9.479,0.799,86
4794,65.24,216,18.86,15.6,0.89,0,0,0,14,2.14,20,184,342,68,7.36,0.062,0.00900000000000001,19.7,0,0.078,0.143,4.377,0.656,0.405,3,0,3,2.99999999999999,65.3,2.64,15,4.00000000000001,4,0,0,0,0,0,0.14,0.1,4,1.5,6.644,7.381,0.689,68
