"Id","sulphates","total.sulfur.dioxide","free.sulfur.dioxide","density","citric.acid","fixed.acidity","volatile.acidity","chlorides","alcohol","residual.sugar","pH"
1573,0.6,210,40,0.99316,0.33,6.6,0.32,0.052,10,2.5,3.15
1574,0.52,157,38,0.99642,0.15,6.6,0.56,0.037,9.4,10,3.28
1575,0.56,141,36,0.99268,0.26,6.3,0.2,0.027,10.8,1.6,3.53
1576,0.54,156,36,0.99592,0.36,8.1,0.33,0.037,10.6,7.4,3.19
1577,0.52,147,31,0.99822,0.24,6.6,0.33,0.045,9.2,16.05,3.08
1578,0.52,147,31,0.99822,0.24,6.6,0.33,0.045,9.2,16.05,3.08
1579,0.49,71,11,0.99402,0.33,8.2,0.26,0.053,9.5,2.6,2.89
1580,0.62,128,27,0.99375,0.32,7,0.28,0.038,10.2,1.7,3.2
1581,0.51,77,26,0.99155,0.34,5.2,0.16,0.029,10.1,0.8,3.25
1582,0.51,176,34,0.99434,0.34,7.6,0.25,0.056,9.5,1.3,3.1
1583,0.4,97,12,0.99571,0.23,8.8,0.24,0.032,10.7,10.3,3.13
1584,0.54,142,20,0.99658,0.21,6,0.29,0.043,10.1,15.55,3.11
1585,0.53,117,19,0.99496,0.09,7.4,0.56,0.071,9.8,1.5,3.22
1586,0.44,83,17,0.99076,0.31,6.1,0.27,0.035,11.1,1.5,3.32
1587,0.49,143,18,0.99825,0.3,6.6,0.24,0.052,9.4,13,3.37
1588,0.51,122,25,0.99088,0.27,7.9,0.27,0.034,11.9,1.7,2.97
1589,0.44,174,32,0.99922,0.24,6.1,0.28,0.074,9.3,19.95,3.19
1590,0.76,110,11,0.9966,0.49,7.7,0.39,0.036,10,7.7,3.33
1591,0.43,201,49,0.99466,0.24,6,0.2,0.075,9.5,5.3,3.21
1592,0.4,96,13,0.99645,0.25,8.6,0.23,0.031,10.8,11.3,3.11
1593,0.48,133,32,1,0.36,6.8,0.21,0.046,8.8,18.1,3.27
1594,0.52,191,39,0.99513,0.4,6.4,0.31,0.039,9.8,6.4,3.14
1595,0.63,194,37,0.99886,0.41,7.4,0.4,0.053,9.4,14.1,3.2
1596,0.43,178,45,0.99691,0.25,6.6,0.26,0.045,9.8,11.6,3.33
1597,0.68,134,18,0.99732,0.57,8,0.27,0.053,9,10.4,3.12
1598,0.6,215,68,0.99656,0.49,6.2,0.3,0.058,9.4,11.2,3.19
1599,0.52,37,15,0.99004,0.3,7.1,0.12,0.018,11.9,3.1,3.02
1600,0.41,174,41,0.99306,0.38,8.2,0.2,0.053,11.6,3.5,3.22
1601,0.6,138,35,0.99114,0.33,6.5,0.18,0.029,11.5,1.4,3.36
1602,0.51,108,29,0.99342,0.35,7.3,0.16,0.036,10.2,1.5,3.27
1603,0.34,149,53,0.99479,0.3,6.4,0.22,0.046,10.8,11.2,3.21
1604,0.42,110,15,0.99828,0.25,6.5,0.23,0.046,9.2,17.3,3.15
1605,0.48,166,19.5,0.99669,0.34,8.9,0.27,0.029,10.6,10.7,3.13
1606,0.62,188,51,0.99944,0.47,7.5,0.2,0.052,9.3,16.9,3.09
1607,0.48,128,27,0.99475,0.14,6.2,0.33,0.052,9.4,4.8,3.21
1608,0.72,146,63,0.99066,0.42,6.3,0.13,0.043,11.2,1.1,3.13
1609,0.42,137,17,0.99307,0.65,5.7,0.255,0.079,9.4,1.2,3.2
1610,0.42,103,11,0.99106,0.26,6.9,0.32,0.03,11.1,2.3,3.06
1611,0.42,137,17,0.99307,0.65,5.7,0.255,0.079,9.4,1.2,3.2
1612,0.46,132,39,0.99182,0.28,6.6,0.24,0.028,11.4,1.8,3.34
1613,0.59,135,25,0.99582,0.24,6.6,0.24,0.034,10.3,8.6,3.33
1614,0.36,80,29,0.98972,0.32,7,0.16,0.032,12.1,1.1,3.23
1615,0.49,185,31,0.9946,0.36,6.3,0.34,0.035,9.7,4.9,3.15
1616,0.44,182,85,0.99628,0.42,6.7,0.17,0.038,8.9,10.4,3.04
1617,0.5,174,36,0.99976,0.26,7.7,0.3,0.053,10.4,18.95,3.2
1618,0.52,171,19,0.99808,0.3,6.8,0.18,0.062,9,12.8,3
1619,0.52,171,19,0.99808,0.3,6.8,0.18,0.062,9,12.8,3
1620,0.52,171,19,0.99808,0.3,6.8,0.18,0.062,9,12.8,3
1621,0.52,171,19,0.99808,0.3,6.8,0.18,0.062,9,12.8,3
1622,0.88,107,12,0.99079,0.13,5.4,0.5,0.028,13.5,5,3.48
1623,0.7,115,56,0.98958,0.34,6.4,0.22,0.023,11.7,1.4,3.18
1624,0.64,208,28,0.99434,0.31,7.8,0.28,0.046,9.8,2.1,3.23
1625,0.61,185,64,0.99835,0.32,6.2,0.26,0.031,9.4,15.3,3.31
1626,0.7,115,56,0.98958,0.34,6.4,0.22,0.023,11.7,1.4,3.18
1627,0.63,107,37,0.99159,0.29,6.7,0.3,0.025,11.3,2.8,3.31
1628,0.36,28,4,0.98931,0.3,7.1,0.2,0.019,12,0.9,3.2
1629,0.5,219,61,0.9959,0.39,6.5,0.3,0.038,9.4,7.8,3.19
1630,0.47,80,20,0.99076,0.37,6.15,0.21,0.021,12,3.2,3.39
1631,0.72,129,47,0.99678,0.41,6.5,0.18,0.039,10.3,14.2,3.28
1632,0.38,126,48,0.99089,0.21,6.6,0.26,0.026,11.3,2.9,3.22
1633,0.47,80,20,0.99076,0.37,6.15,0.21,0.021,12,3.2,3.39
1634,0.41,128,39,0.99272,0.23,7.8,0.17,0.029,10.7,1.7,3.37
1635,0.43,197,72,0.99202,0,5.8,0.6,0.044,10.9,1.3,3.56
1636,0.47,87,26,0.98974,0.26,8.2,0.32,0.062,12.8,2.1,3.1
1637,0.44,174,40,0.99773,0.27,7.2,0.24,0.034,9,11.4,3.2
1638,0.55,84,36,0.99136,0.37,9.2,0.14,0.034,11.6,1.1,3.05
1639,0.61,89,28,0.99132,0.37,7.4,0.2,0.028,11.8,1.2,3.14
1640,0.37,158,55,0.99642,0.35,6.1,0.15,0.042,10.6,15.8,3.24
1641,0.47,151,24,0.99527,0.22,8.1,0.33,0.047,10.3,5.2,3.22
1642,0.68,71,9,0.99199,0.36,5.7,0.18,0.046,10.9,1.2,3.7
1643,0.51,127,43,0.99198,0.28,5.8,0.15,0.037,9.3,0.8,3.24
1644,0.57,303,76,0.99705,0.22,6.9,0.4,0.081,9.4,5.95,3.4
1645,0.7,158,65,0.99688,0.44,6.5,0.15,0.052,10.3,12.6,3.26
1646,0.41,73,27,0.98974,0.34,7.1,0.15,0.033,12.2,1,3.24
1647,0.39,86,15,0.99044,0.25,8,0.13,0.033,11.2,1.1,2.98
1648,0.41,142,38,0.98892,0.3,5.9,0.3,0.03,12.9,2,3.41
1649,0.66,120,23,0.99334,0.24,7.2,0.32,0.033,10.3,5.6,2.92
1650,0.42,110,29,0.99652,0.28,7.6,0.18,0.041,9.2,7.1,3.2
1651,0.37,98,28,0.99126,0.36,7,0.16,0.029,11.2,2.6,3.11
1652,0.59,149,46,0.99772,0.27,7.2,0.19,0.061,9.3,11.2,2.99
1653,0.42,110,29,0.99652,0.28,7.6,0.18,0.041,9.2,7.1,3.2
1654,0.36,108,26,0.99388,0.27,6.2,0.28,0.03,10.7,10.3,3.2
1655,0.54,166,20,0.99208,0.32,6.9,0.31,0.024,9.8,1.2,3.05
1656,0.49,182,36,0.99904,0.5,6.5,0.22,0.048,8.8,16.4,3.02
1657,0.6,72,15,0.99165,0.31,6.5,0.46,0.027,11.5,5,3.26
1658,0.41,133,43,0.99924,0.36,6.5,0.23,0.038,8.8,16.3,3.26
1659,0.75,184,66,0.99976,0.34,7.8,0.25,0.044,8.9,13.7,3.22
1660,0.4,143,59,0.99518,0.29,6.8,0.16,0.046,10.8,10.4,3.2
1661,0.54,69,18,0.99168,0.29,5.2,0.28,0.028,10,1.1,3.24
1662,0.38,92,29,0.99085,0.3,7.5,0.26,0.027,12,4.6,3.15
1663,0.8,171,22,0.99873,0.64,8.2,0.37,0.043,9.3,13.9,2.99
1664,0.56,129,29,0.99312,0.25,7.5,0.26,0.038,10.4,1.7,3.45
1665,0.42,153,62,0.9972,0.32,6.9,0.23,0.045,10.5,16.4,3.22
1666,0.46,121,34,0.99092,0.31,6.5,0.17,0.041,10.5,1.5,3.06
1667,0.51,213,86,0.9962,0.28,6.5,0.35,0.051,9.9,12.4,3.16
1668,0.69,79,24,0.99053,0.31,6.5,0.29,0.035,11.4,1.7,3.27
1669,0.53,173,30,0.9984,0.36,7.9,0.51,0.051,9.7,6.2,3.09
1670,0.49,141,50,0.9949,0.28,7.1,0.29,0.048,10.3,9.3,3.13
1671,0.46,121,34,0.99092,0.31,6.5,0.17,0.041,10.5,1.5,3.06
1672,0.47,95,29,0.99532,0.28,7.4,0.2,0.047,9.8,9.1,3.16
1673,0.53,99,19,0.99015,0.22,6.7,0.44,0.032,12.8,4.3,3.26
1674,0.45,142,44,0.9914,0.3,7,0.34,0.045,10.8,1.8,2.99
1675,0.9,170,96,0.99035,0.34,5.8,0.17,0.045,11.8,1.8,3.38
1676,0.46,138,15,0.99126,0.3,7.1,0.43,0.025,12.6,6.6,3.18
1677,0.48,240,47,0.9971,0.18,6.6,0.34,0.082,9.2,6.4,3.42
1678,0.52,240,42,0.99882,0.34,8.6,0.33,0.059,10,11.8,3.17
1679,0.46,97,18,0.99477,0.26,5.6,0.12,0.038,9.2,4.3,3.36
1680,0.47,103,19,0.99478,0.26,5.8,0.13,0.039,9.3,5.1,3.36
1681,0.54,144,25,0.99576,0.35,7.7,0.18,0.055,10.2,5.8,3.24
1682,0.34,119,4,0.99084,0.34,7.7,0.3,0.048,12.1,1.2,3.18
1683,0.37,152,58,0.99612,0.3,7.9,0.16,0.05,9.5,7.4,3.12
1684,0.59,95,36,0.98952,0.37,6.9,0.16,0.034,12,1.8,2.93
1685,0.34,119,4,0.99084,0.34,7.7,0.3,0.048,12.1,1.2,3.18
1686,0.42,163,8,0.99244,0.35,7.3,0.32,0.05,10.7,1.4,3.24
1687,0.6,93,22,0.99144,0.32,7.6,0.39,0.035,12.5,3.6,3.08
1688,0.54,111,24,0.99237,0.36,7.6,0.2,0.043,11.3,1.9,3.29
1689,0.59,211,32,0.99587,0.31,7.1,0.2,0.053,10.4,6.85,3.31
1690,0.5,157,35,0.99976,0.25,6.4,0.24,0.083,9.1,20.2,3.17
1691,0.5,157,35,0.99976,0.25,6.4,0.24,0.083,9.1,20.2,3.17
1692,0.53,178,42,0.99552,0.43,6.9,0.4,0.065,9.4,6.2,3.11
1693,0.51,183,52,0.99584,0.44,6.8,0.26,0.046,9.4,8.2,3.2
1694,0.4,151,37,0.9963,0.53,6.8,0.35,0.053,9.4,10.1,3.07
1695,0.4,151,37,0.9963,0.53,6.8,0.35,0.053,9.4,10.1,3.07
1696,0.49,189,61,0.99604,0.51,6.6,0.25,0.047,9.2,8,3.22
1697,0.51,183,52,0.99584,0.44,6.8,0.26,0.046,9.4,8.2,3.2
1698,0.39,79,8,0.9923,0.31,5.6,0.15,0.038,10.5,5.3,3.3
1699,0.44,123,36,0.99238,0.26,7.3,0.2,0.04,10.8,1.6,3.34
1700,0.46,148,52,0.99801,0.71,7.5,0.17,0.038,8.9,11.8,3.03
1701,0.46,151,53,0.99802,0.72,7.5,0.18,0.039,8.9,9.6,3.03
1702,0.58,109,27,0.9934,0.34,6.7,0.16,0.026,10.1,1.6,3.34
1703,0.73,153,25,0.99067,0.31,5.8,0.32,0.049,12.2,2.7,3.44
1704,0.49,126,24,0.99228,0.41,7.2,0.17,0.052,10.8,1.6,3.19
1705,0.38,71,14,0.98912,0.39,6.7,0.19,0.032,13,1,3.31
1706,0.48,56,18,0.99084,0.34,7.6,0.27,0.04,12.4,5,3.06
1707,0.5,161,41,0.99256,0.22,6.3,0.25,0.048,10.5,3.3,3.16
1708,0.35,138,53,0.99084,0.31,6.4,0.14,0.034,11.5,1.2,3.38
1709,0.4,140,59,0.99526,0.34,6.6,0.22,0.05,10.8,11.6,3.22
1710,0.58,73,13,0.99095,0.3,6.6,0.17,0.031,11,1.1,3.17
1711,0.37,112,22,0.99188,0.28,7.2,0.44,0.048,11.3,3.4,3.21
1712,0.38,117,51,0.9909,0.27,6.2,0.15,0.041,11.2,1.4,3.28
1713,0.58,82,14,0.99132,0.29,6.9,0.15,0.033,11.2,2.3,3.1
1714,0.36,89,34,0.98936,0.29,5.8,0.22,0.034,11.1,0.9,3.14
1715,0.38,92,23,0.99136,0.33,6.5,0.37,0.036,11.2,3.5,3.18
1716,0.42,144,55,0.99208,0.07,6.6,0.31,0.033,10,1.5,3.16
1717,0.64,210,22,0.99776,0.37,7.7,0.43,0.169,9.5,10,3.02
1718,0.52,136,55,0.99839,0.29,6.7,0.24,0.053,9,14.9,3.03
1719,0.4,101,29,0.99278,0.28,6.4,0.21,0.047,11,5.9,3.15
1720,0.68,113,48,0.99165,0.36,6.6,0.21,0.034,10.5,0.8,3.24
1721,0.52,144,66,0.9923,0.33,7.3,0.21,0.037,10.2,1,3.11
1722,0.59,101,40,0.99156,0.39,5.3,0.16,0.028,10.6,1,3.57
1723,0.53,121,22,0.9889,0.32,6.7,0.48,0.021,12.7,1.4,3.15
1724,0.53,121,22,0.9889,0.32,6.7,0.48,0.021,12.7,1.4,3.15
1725,0.94,95,38,0.98946,0.32,5.8,0.21,0.045,12.4,1.6,3.23
1726,0.99,121,74,0.98976,0.36,5.4,0.23,0.03,12.1,1.5,3.24
1727,0.53,84,20,0.99046,0.38,6.7,0.15,0.037,11.4,1.7,3.09
1728,0.43,94,38,0.99075,0.28,7.2,0.21,0.033,11.8,2.7,2.99
1729,0.53,81,16,0.98988,0.33,6.8,0.475,0.047,13.4,3.95,3.23
1730,0.45,87,24,0.99265,0.3,6.9,0.4,0.033,12.8,10.6,3.15
1731,0.35,148,40,0.9932,0.3,6.9,0.2,0.041,10.2,4.7,3.16
1732,0.5,234,67,0.99848,0.46,6.7,0.42,0.054,9,9.7,3.23
1733,0.5,68,22,0.99014,0.36,6.4,0.125,0.044,11.7,1.4,3.15
1734,0.46,150,59,0.99772,0.26,6.2,0.21,0.05,9,13.1,3.31
1735,0.58,97,37,0.9922,0.37,6.1,0.16,0.031,10.5,1.1,3.4
1736,0.59,92,36,0.99076,0.32,6.5,0.22,0.028,11.9,2.2,3.27
1737,0.5,155,38,0.99622,0.14,6.2,0.36,0.036,9.4,8.9,3.27
1738,0.52,81,26,0.9902,0.25,5.7,0.21,0.035,11.4,1.1,3.31
1739,0.52,73,22,0.99035,0.31,6.2,0.2,0.031,11.3,1,3.24
1740,0.48,170,49,0.99558,0.2,6.1,0.37,0.031,9.5,7.6,3.22
1741,0.59,92,36,0.99076,0.32,6.5,0.22,0.028,11.9,2.2,3.27
1742,0.54,81,22,0.99043,0.38,6.9,0.14,0.041,11.4,1,3.03
1743,0.39,128,57,0.98982,0.26,6,0.44,0.053,12.7,3.1,3.22
1744,0.45,118,26,0.98934,0.4,7.1,0.36,0.033,13.5,1.95,3.2
1745,0.52,65,15,0.9902,0.28,5.7,0.28,0.019,11.2,2.2,3.06
1746,0.41,118,38,0.99449,0.32,6.4,0.16,0.038,10.7,8.75,3.19
1747,0.49,131,41,0.99326,0.31,6.9,0.22,0.029,10.8,6.3,3.08
1748,0.5,118,39,0.99834,0.29,6.6,0.22,0.046,9.1,14.4,3.05
1749,0.5,196,67,0.99555,0.3,7.7,0.25,0.038,10.1,7.8,3.1
1750,0.5,118,39,0.99834,0.29,6.6,0.22,0.046,9.1,14.4,3.05
1751,0.5,192,69,0.99573,0.32,6.4,0.25,0.038,10.2,11.3,3.14
1752,0.49,131,41,0.99326,0.31,6.9,0.22,0.029,10.8,6.3,3.08
1753,0.3,89,3,0.98993,0.28,7.1,0.27,0.023,11.4,1.25,2.95
1754,0.38,98,41,0.99564,0.29,7,0.12,0.039,9.8,10.3,3.19
1755,0.38,98,41,0.99564,0.29,7,0.12,0.039,9.8,10.3,3.19
1756,0.61,111,14,0.99576,0.3,7.2,0.3,0.022,10.6,8.7,3.11
1757,0.37,107,27,0.99308,0.28,5.1,0.29,0.026,11,8.3,3.36
1758,0.55,108,8,0.9929,0.25,6,0.28,0.042,9,1.8,3.08
1759,0.55,108,8,0.9929,0.25,6,0.28,0.042,9,1.8,3.08
1760,0.55,86,36,0.99026,0.38,8.1,0.12,0.034,12,0.9,2.8
1761,0.53,101,17,0.99471,0.22,7.2,0.2,0.044,10,1.6,3.37
1762,0.54,90,26,0.98951,0.26,7.3,0.4,0.016,13.2,5.45,2.84
1763,0.59,114,41,0.99634,0.34,7.7,0.11,0.04,11,14.05,3.07
1764,0.48,94,14,0.99792,0.38,6.9,0.38,0.112,9.2,13.1,3.02
1765,0.49,119,31,0.98919,0.26,5.5,0.34,0.021,13,2.2,3.55
1766,0.43,112,10,0.99286,0.24,7.3,0.26,0.05,9.9,1.7,3.11
1767,0.46,128,31,0.99296,0.22,6.3,0.22,0.039,10.4,5.6,3.12
1768,0.54,118,33,0.99835,0.3,6.6,0.23,0.051,9,14.9,3.04
1769,0.52,110,50,0.9954,0.4,7.5,0.19,0.056,9.9,7.1,3.06
1770,0.47,162,71,0.9914,0.33,8,0.14,0.045,11,1.2,3.07
1771,0.3,123,39,0.99119,0.26,6.7,0.36,0.034,12.2,7.9,2.99
1772,0.34,180,48,0.99011,0.32,6,0.26,0.029,12,3.8,3.15
1773,0.45,115,29,0.99469,0.28,6.7,0.18,0.039,10.9,10.2,3.11
1774,0.31,178,58,0.98956,0.32,5,0.27,0.032,12.6,4.5,3.45
1775,0.45,113,29,0.99406,0.28,6.8,0.18,0.039,10.9,9.8,3.11
1776,0.37,119,42,0.9888,0.34,6.6,0.28,0.037,12.5,0.8,3.03
1777,0.5,111,32,0.98942,0.36,6.5,0.35,0.034,12.1,0.8,3.11
1778,0.58,158,35,0.99082,0.33,6.9,0.25,0.035,11.3,1.2,3.02
1779,0.44,130,29,0.99496,0.27,6.6,0.2,0.038,10.5,10.9,3.11
1780,0.51,111,26,0.99074,0.36,6.3,0.18,0.034,11,1.2,3.16
1781,0.41,184,74,0.99096,0.32,6.2,0.16,0.036,11,1.1,3.22
1782,0.64,221,50,0.99941,0.5,6.5,0.2,0.054,8.8,18.1,2.94
1783,0.45,93,29,0.99035,0.37,6.8,0.25,0.026,12.2,3.1,3.14
1784,0.55,105,36,0.99581,0.37,7,0.13,0.042,10.7,12.85,3.05
1785,0.38,67,12,0.9976,0.34,7,0.45,0.04,11,19.8,3.07
1786,0.44,104,14,0.99362,0.3,7.2,0.32,0.02,11.4,8.25,2.99
1787,0.55,105,36,0.99581,0.37,7,0.13,0.042,10.7,12.85,3.05
1788,0.48,88,6,0.99458,0.29,6.8,0.27,0.046,10.6,4.6,3.34
1789,0.38,67,12,0.9976,0.34,7,0.45,0.04,11,19.8,3.07
1790,0.34,118,17,0.99456,0.3,8.4,0.22,0.024,10.5,8.9,2.99
1791,0.5,185,50,0.99578,0.38,6.8,0.24,0.045,9.5,8.3,3.15
1792,0.55,156,36,0.99604,0.47,6.9,0.25,0.042,9.4,8.4,3.15
1793,0.57,170,57,0.99884,0.42,6.3,0.33,0.037,9.4,17.2,3.26
1794,0.53,144,15,0.99666,0.3,6,0.27,0.044,10.3,14.7,3.12
1795,0.57,99,21,0.99324,0.26,5.7,0.12,0.034,9.9,5.5,3.09
1796,0.34,112,38,0.99086,0.37,6.9,0.24,0.027,12.4,6.1,3.19
1797,0.44,167,42,0.9908,0.53,7.7,0.18,0.041,11.9,1.2,3.11
1798,0.56,132,33,0.99067,0.43,7.1,0.17,0.023,11.7,1.3,3.11
1799,0.57,199,49,0.99711,0.38,7.5,0.33,0.126,9.4,8.7,2.98
1800,0.43,175,78,0.9945,0.66,5.6,0.2,0.043,10.4,10.2,2.98
1801,0.4,116,36,0.98935,0.44,6.3,0.25,0.024,12.5,1.7,3.18
1802,0.84,114,27,0.99174,0.37,7.2,0.27,0.026,12.7,5.4,3.13
1803,0.46,208,54,0.99572,0.38,6.2,0.25,0.045,9.1,7.9,3.17
1804,0.7,176,58,0.99454,0.54,6.2,0.25,0.046,10.4,7,3.19
1805,0.7,176,58,0.99454,0.54,6.2,0.25,0.046,10.4,7,3.19
1806,0.48,183,77,0.99778,0.8,7.4,0.21,0.038,9,12.3,2.95
1807,0.5,76,6,0.99118,0.43,7,0.53,0.029,12.5,6.1,3.08
1808,0.43,122,48,0.99052,0.41,6.7,0.24,0.039,12,2.9,3.25
1809,0.46,87,23,0.98972,0.4,6.4,0.15,0.042,12.2,1.5,3.11
1810,0.33,91,35,0.99022,0.35,7.1,0.28,0.028,12.1,3.5,2.96
1811,0.5,58,23,0.99184,0.48,8.5,0.19,0.026,10.5,1.1,2.9
1812,0.42,102,10,0.9903,0.51,6,0.35,0.029,11.9,1.2,3.46
1813,0.44,201,38,0.995,0.34,6.1,0.2,0.041,10.1,9.5,3.14
1814,0.33,89,20,0.98956,0.38,6.2,0.36,0.031,12,3.2,3.06
1815,0.54,18,3,0.99368,0.49,9.7,0.24,0.032,10,4.9,2.85
1816,0.48,133,30,0.99104,0.5,6.6,0.78,0.045,11.7,1.5,3.25
1817,0.39,129,44,0.99221,0.27,5.1,0.33,0.022,11,6.7,3.36
1818,0.48,111,34,0.98924,0.4,6.7,0.34,0.033,12.2,2.1,2.97
1819,0.54,124,57,0.99176,0.51,6.7,0.14,0.028,10.7,4.3,2.91
1820,0.34,84,25,0.99432,0.34,7,0.26,0.038,10.9,10.9,3.11
1821,0.48,118,40,0.99064,0.45,7,0.25,0.045,11.9,2.3,3.16
1822,0.5,159,26,0.99126,0.51,7.7,0.26,0.045,11.2,2.6,3
1823,0.53,152,28,0.99129,0.52,7.6,0.27,0.043,11.4,3.2,3.02
1824,0.57,169,31,0.99252,0.49,7.7,0.25,0.047,10.6,2.5,3.07
1825,0.57,203,31,0.99513,0.36,6.9,0.3,0.054,10.4,4.5,3.4
1826,0.62,111,19,0.99045,0.46,6.7,0.24,0.033,11.9,2.2,3.1
1827,0.5,89,35,0.9913,0.37,6.7,0.21,0.034,11,2.5,3.25
1828,0.37,103,31,0.98892,0.27,5.6,0.18,0.03,12.9,1.7,3.35
1829,0.44,86,10,0.99156,0.22,5.5,0.18,0.037,12.2,5.5,3.46
1830,0.47,126,22,0.99888,0.39,6.5,0.24,0.052,9.2,17.3,3.11
1831,0.46,128,47,0.99322,0.37,7.2,0.17,0.059,11,6.9,3.08
1832,0.43,122,37,0.98972,0.38,6.1,0.21,0.039,12,1.5,3.2
1833,0.49,198,59,0.99918,0.26,6.3,0.35,0.061,8.8,17.6,3.11
1834,0.4,121,38,0.99008,0.35,6.6,0.25,0.034,12.8,2.9,3.19
1835,0.36,34,9,0.9911,0.32,5.9,0.33,0.038,12.7,8.1,3.22
1836,0.39,103,52,0.99026,0.27,5.5,0.19,0.04,11.2,0.9,3.5
1837,0.43,130,37,0.99946,0.36,6.2,0.23,0.039,8.8,17.2,3.23
1838,0.47,154,45,0.99568,0.4,7.2,0.32,0.038,10.4,8.7,3.2
1839,0.45,88,12,0.9907,0.47,5.8,0.39,0.027,14,7.5,3.38
1840,0.43,130,37,0.99946,0.36,6.2,0.23,0.039,8.8,17.2,3.23
1841,0.44,133,38,0.99212,0.34,6.8,0.39,0.02,12,7.4,3.18
1842,0.47,124,28,0.99684,0.42,6.1,0.17,0.033,9.5,15.1,2.87
1843,0.39,130,30,0.99456,0.32,6.9,0.19,0.042,10.5,7.9,3.4
1844,0.54,80,6,0.98865,0.46,6.5,0.34,0.023,12.9,1,3.15
1845,0.44,133,38,0.99212,0.34,6.8,0.39,0.02,12,7.4,3.18
1846,0.49,114,39,0.99036,0.37,7.1,0.36,0.019,12.7,4.8,3.08
1847,0.66,198,20,0.99222,0.36,7.8,0.3,0.024,11.9,4.6,3.06
1848,0.45,123,32,0.99022,0.52,6.1,0.68,0.037,12,1.4,3.24
1849,0.43,118,36,0.99144,0.4,5.6,0.28,0.034,12.1,6.1,3.21
1850,0.58,113,28,0.9936,0.26,5.7,0.16,0.043,9.9,6.3,3.06
1851,0.31,116,34,0.99123,0.36,6.7,0.33,0.042,12.2,6.6,2.97
1852,0.35,87,24,0.99044,0.39,7.3,0.2,0.048,12,2.3,2.94
1853,0.43,115,49,0.99268,0.4,6.5,0.21,0.041,11,7.3,3.21
1854,0.37,146,49,0.9911,0.44,7.6,0.24,0.037,11.6,3.8,3.06
1855,0.37,107,38,0.99306,0.37,8.3,0.16,0.025,11.9,7.9,2.93
1856,0.45,131,23,0.99164,0.33,5.5,0.12,0.038,9.8,1,3.25
1857,0.52,123,36,0.99321,0.42,7,0.21,0.037,10.9,5.3,3.14
1858,0.3,127,35,0.99326,0.38,6.4,0.22,0.044,11,9.1,2.97
1859,0.3,127,35,0.99326,0.38,6.4,0.22,0.044,11,9.1,2.97
1860,0.37,126,47,0.99124,0.44,7.9,0.34,0.027,12.5,6.5,2.96
1861,0.3,127,35,0.99326,0.38,6.4,0.22,0.044,11,9.1,2.97
1862,0.38,142,56,0.99678,0.34,6.4,0.21,0.04,10.6,16.05,3.11
1863,0.33,154,52,0.99452,0.44,8.2,0.3,0.043,12,12.4,3.04
1864,0.35,131,23,0.99033,0.32,6.4,0.24,0.041,11.8,0.95,3.25
1865,0.48,74,17,0.99002,0.2,5.2,0.335,0.033,12.3,1.7,3.34
1866,0.45,111,48,0.99127,0.46,7.2,0.13,0.044,11.1,1.3,2.97
1867,0.52,106,29,0.99458,0.23,5.8,0.33,0.053,9,5,3.13
1868,0.27,151,57,0.9913,0.28,5.7,0.15,0.045,11.2,3.7,3.22
1869,0.5,125,38,0.99276,0.3,5.7,0.2,0.046,9.9,2.5,3.34
1870,0.34,93,21,0.99364,0.29,6.2,0.2,0.035,11.9,11.8,3.18
1871,0.33,141,44,0.99123,0.39,6.9,0.22,0.035,12.5,6,3.11
1872,0.4,147,43,0.99216,0.35,6.4,0.23,0.039,11,4.6,3.18
1873,0.37,115,37,0.99328,0.29,7.6,0.27,0.059,9.8,2.5,3.09
1874,0.22,86,20,0.99146,0.36,6.7,0.21,0.02,13.4,8.55,3.19
1875,0.46,116,39,0.99245,0.41,6.8,0.22,0.034,11.5,6.7,3.18
1876,0.54,131,52,0.99162,0.45,6.7,0.13,0.043,11.3,4.2,3.06
1877,0.5,201,54,0.99177,0.4,7.1,0.38,0.042,11.4,2.2,3.03
1878,0.5,193,39,0.9986,0.31,7.4,0.19,0.045,9.2,14.5,3.1
1879,0.5,193,39,0.9986,0.31,7.4,0.19,0.045,9.2,14.5,3.1
1880,0.5,193,39,0.9986,0.31,7.4,0.19,0.045,9.2,14.5,3.1
1881,0.42,101,24,0.98923,0.32,6.3,0.32,0.03,13,1.5,3.21
1882,0.5,193,32,1.00014,0.32,7.6,0.19,0.047,9.3,18.75,3.1
1883,0.62,92,36,0.99026,0.31,6.5,0.26,0.03,12.6,3.6,3.22
1884,0.44,157,64,0.99688,0.23,4.2,0.215,0.041,8,5.1,3.42
1885,0.38,115,21,0.99166,0.29,6.4,0.15,0.044,10.2,1.8,3.1
1886,0.47,99,32,0.99226,0.02,6.5,0.48,0.043,9.8,0.9,3.14
1887,0.44,125,21,0.99091,0.25,6.4,0.16,0.057,11.1,1.4,3.23
1888,0.52,127,20,0.98964,0.3,6.5,0.32,0.051,12.8,2.3,3.13
1889,0.64,122,40,0.99126,0.31,6.8,0.23,0.047,10.9,2.8,3.06
1890,0.38,80,10,0.99128,0.37,7.8,0.25,0.043,11.4,1,3.08
1891,0.57,84,29,0.98961,0.35,6.8,0.17,0.04,12,1.8,2.91
1892,0.44,109,43,0.99056,0.35,6.3,0.24,0.039,11.8,2.3,3.34
1893,0.32,91,26,0.99172,0.28,6.6,0.24,0.032,12.3,6.7,3.13
