"sulphates","total.sulfur.dioxide","free.sulfur.dioxide","density","citric.acid","fixed.acidity","volatile.acidity","chlorides","alcohol","residual.sugar","pH","quality"
0.67,176,44,0.9996,0.74,7.1,0.18,0.044,9,15.6,3.38,6
0.5,139,23,0.99904,0.22,6.6,0.26,0.05,9.2,18.15,3.06,5
0.66,95,31,0.98942,0.24,6.4,0.29,0.037,12.6,3.2,2.9,7
0.57,181,30,0.99869,0.45,6.7,0.29,0.054,9.1,14.3,3.14,5
0.7,176,58,0.99454,0.54,6.2,0.25,0.046,10.4,7,3.19,5
0.5,108,10,0.99243,0.23,5.5,0.17,0.039,10,2.9,3.28,5
0.36,103,14,0.9987,0.61,7.2,0.2,0.043,9.2,16.2,3.06,6
0.69,134,6,0.9929,0.41,6.9,0.27,0.047,11.4,1.7,3.15,6
0.35,117,41,0.99153,0.29,7.8,0.29,0.044,11.5,3.15,3.24,5
0.32,146,65,0.9963,0.29,7.6,0.23,0.053,9.8,8.6,3.11,6
0.39,119,29,0.9974,0.39,7.5,0.33,0.065,9.4,12.4,3.16,5
0.41,166,53,0.9966,0.67,7.5,0.29,0.037,8.9,8.1,2.9,6
0.66,113,35,0.99164,0.33,6.4,0.25,0.037,10.6,1.7,3.23,6
0.45,130,47,0.99185,0.4,5.8,0.27,0.076,10.3,1.2,3.13,6
0.44,148,63,0.99185,0.37,6,0.14,0.032,11.2,1.2,3.32,5
0.48,201,54,0.99551,0.44,6.4,0.34,0.043,9.5,8.2,3.18,5
0.4,120,36,0.99188,0.26,5.1,0.35,0.034,11.5,6.8,3.38,6
0.45,162,37,0.9983,0.2,6.4,0.34,0.06,9,14.9,3.13,4
0.44,195,41.5,1,0.33,7.3,0.26,0.049,9.1,17.85,3.06,7
0.56,81,28,0.99036,0.28,6.3,0.29,0.059,12.7,4.7,3.24,8
0.48,117,28,0.99269,0.3,6.9,0.32,0.036,11,1.8,3.24,6
0.29,131,9,0.9904,0.06,6.4,0.475,0.03,10.8,1,2.97,5
0.53,127,38,0.9974,0.5,6.7,0.3,0.045,8.9,12.1,3.04,6
0.36,82,22,0.98961,0.38,6.2,0.19,0.019,12.5,5.1,3.05,6
0.6,161,47,0.99281,0.32,6.1,0.27,0.048,11,6.2,3.22,6
0.49,149,31,0.99677,0.28,7.4,0.34,0.049,10.3,12.1,3.22,5
0.44,247,60,0.99358,0.12,5.9,0.24,0.035,9.6,1.4,3.34,6
0.51,114,48,0.9911,0.37,6.5,0.13,0.036,11.5,1,3.41,8
0.51,112,23,0.9923,0.25,6.1,0.19,0.023,11.6,4,3.37,6
0.59,179,105,0.99189,0.3,6.7,0.24,0.042,11.3,3.85,3.04,8
0.43,128,35,0.9896,0.37,7.1,0.44,0.041,13.5,2.7,3.07,7
0.54,166,48,0.9944,0.2,5.3,0.3,0.077,8.7,1.1,3.3,4
0.51,168,25,0.9937,0.14,7.6,0.67,0.074,9.3,1.5,3.05,5
0.39,101,31,0.99186,0.32,7.8,0.2,0.016,11,5,2.99,6
0.46,75,26,0.9922,0.37,7,0.17,0.028,10.8,1.5,3.3,7
0.56,215,51,0.99538,0.34,6.7,0.31,0.059,10.3,6.8,3.33,5
0.39,97,30,0.99507,0.28,8.5,0.23,0.033,10.5,11.1,3.03,7
0.39,217,75,0.9972,0.27,6.5,0.25,0.049,9.9,15.2,3.19,5
0.58,155,22,0.99692,0.23,7.2,0.34,0.105,9.5,8.9,3.01,5
0.41,101,13,0.9916,0.27,6.5,0.19,0.037,11.8,4.9,3.17,6
0.41,204,55,0.99745,0.26,6.2,0.29,0.046,9.6,13.1,3.16,6
0.75,184,66,0.99976,0.34,7.8,0.25,0.044,8.9,13.7,3.22,5
0.36,90,31,0.98926,0.38,6.5,0.24,0.027,12.3,1,3.24,6
0.34,46,3,0.99439,0.35,8.4,0.32,0.029,11.8,11.7,3.02,6
0.35,171,61,0.9986,0.46,7,0.26,0.037,8.8,15.55,2.94,6
0.44,103,17,0.9957,0.28,7,0.12,0.057,9.6,6.3,3.5,5
0.3,138,32,0.992,0.4,7.3,0.33,0.038,11.9,6.85,3.03,7
0.56,154,33,0.9934,0.26,6.7,0.23,0.06,9.5,1.4,3.24,6
0.4,140,29,0.99628,0.52,6.6,0.36,0.05,9.4,10.1,3.07,5
0.67,147,23,0.994,0.27,6,0.28,0.051,10.3,2.3,3.23,6
0.49,140,29,0.99776,0.27,6.5,0.25,0.064,10.1,17.4,3.2,6
0.52,105,30,0.98995,0.3,5.7,0.26,0.039,12.5,1.8,3.48,7
0.44,115,19,0.9948,0.23,9.9,0.49,0.087,9.4,2.4,2.77,6
0.38,133,13,0.9938,0.26,7.5,0.32,0.042,9.5,1.8,3.07,5
0.4,128,49,0.99397,0.34,7.1,0.29,0.036,10.7,7.8,3.21,6
0.52,91,15,0.98988,0.25,6.4,0.4,0.032,13.1,4.2,3.26,6
0.47,226,67,0.9956,0.49,6.1,0.25,0.052,8.9,7.6,3.16,5
0.66,107,41,0.99382,0.25,7.3,0.19,0.051,10.5,1.4,3.53,7
0.5,133,47,0.9952,0.34,6.8,0.25,0.032,12.2,14,3.37,7
0.5,133,34,0.9955,0.14,6.5,0.31,0.044,9.5,7.5,3.22,5
0.49,200,54,0.999,0.54,7.2,0.28,0.045,9.5,16.7,3.08,6
0.44,117,4,0.99032,0.34,6.2,0.235,0.036,12.2,1.9,3.4,5
0.68,133,11,0.99202,0.25,6.3,0.26,0.046,11,5.2,2.97,6
0.52,138,21,0.99176,0.39,7.9,0.21,0.057,10.9,2,3.05,5
0.51,161,36,0.9991,0.2,6.3,0.33,0.066,8.8,17.9,3.14,5
0.44,138,40,0.9912,0.32,7.9,0.46,0.033,12.8,4.1,3.18,7
0.48,160,43,0.9934,0.49,8.1,0.12,0.042,9.7,1.2,3.13,6
0.47,222,61,0.9953,0.49,6,0.28,0.048,9.3,6.8,3.19,5
0.47,240,78,0.99655,0.48,6.2,0.25,0.044,9.5,10,3.25,6
0.52,182,15,0.99455,0.44,6,0.3,0.046,10.4,1.5,3.5,5
0.53,157,26,0.9969,0.28,7.5,0.35,0.051,9.2,9.6,3.12,6
0.39,142,25,0.9939,0.29,7.7,0.28,0.051,10.2,4.3,3.16,5
0.44,124,10,0.9924,0.38,7.1,0.31,0.036,9.9,1.2,3.14,6
0.77,154,53,0.99752,0.43,6.6,0.19,0.045,10.4,10.9,3.52,6
0.54,122,32,0.99329,0.25,7.3,0.3,0.045,10.3,2.5,3.18,5
0.38,113,37,0.99139,0.3,6.9,0.28,0.026,12.3,8.3,2.99,8
0.41,111,25,0.9916,0.74,6.8,0.21,0.047,10.7,1.2,3.13,6
0.4,105,26,0.9954,0.3,7.2,0.115,0.056,9.6,6.8,3.44,6
0.76,182,61,0.9953,0.74,6.8,0.17,0.053,10.5,2.4,3.63,6
0.52,206,63,0.994,0.26,6.2,0.45,0.063,9.8,4.4,3.27,4
0.66,161,40,0.9924,0.26,6.2,0.2,0.093,11,1.7,3.44,5
0.52,145,24,0.99344,0.27,7,0.3,0.076,10.1,1.5,3.1,5
0.45,168,35,0.99396,0.14,6.6,0.2,0.184,9.4,4.4,2.93,6
0.3,119,31,0.99815,0.27,7.6,0.3,0.039,9.3,10.6,3.27,6
0.45,94,29,0.98978,0.32,7.3,0.26,0.041,12,1.2,3.07,6
0.42,165,49,0.997,0.31,7.2,0.2,0.054,9.9,10,3.4,6
0.35,81,6,0.99234,0.02,6.2,0.53,0.035,9.5,0.9,3.24,4
0.45,47,5,0.99126,0.29,5.6,0.18,0.04,10.1,2.3,3.07,4
0.47,73,18,0.98868,0.28,6.3,0.36,0.035,12.8,2.5,3.1,7
0.59,141,31,0.9931,0.36,7.3,0.26,0.04,11,5.2,3.16,6
0.35,86,23,0.99398,0.12,7,0.48,0.05,9,4.5,2.86,5
0.47,162,15,0.9944,0.31,7,0.35,0.069,9.4,1.8,3.18,5
0.44,159,51,0.99839,0.79,7.5,0.27,0.04,8.7,11.95,2.98,5
0.34,175,98,0.99364,0.19,6.5,0.27,0.045,10.1,6.6,3.16,6
0.57,169,14,0.99252,0.27,6.8,0.34,0.06,11.6,5.2,3.27,6
0.54,107,29,0.98889,0.22,5.4,0.27,0.022,13.8,4.6,3.33,6
0.46,142,40,0.9975,0.56,6.9,0.4,0.043,8.7,11.2,3.14,5
0.44,148,18,0.9945,0.49,7.2,0.08,0.05,10.2,1.3,3.46,6
0.33,123,32,0.98913,0.29,5.9,0.17,0.03,13.7,3.1,3.41,7
0.37,98,22,0.99072,0.28,6.1,0.17,0.028,11.1,2.5,3.16,7
0.44,116,32,0.9898,0.22,6.1,0.28,0.034,12.6,1.8,3.36,6
0.43,129,46,0.991,0.17,6.1,0.2,0.048,11.4,1.6,3.3,6
0.37,106,49,0.99354,0.56,6.4,0.28,0.156,9.2,1.7,3.1,6
0.67,130,42,0.99379,0.3,8,0.2,0.037,11.8,8.1,3.1,6
0.32,124,39,0.99123,0.34,6.7,0.33,0.036,12.4,7.5,2.99,8
0.54,149,60,0.99725,0.39,6.7,0.22,0.038,10,10.2,3.17,7
0.4,80,25,0.992,0.34,7.2,0.21,0.046,11.3,1.1,3.25,6
0.54,96,33,0.98902,0.29,6.3,0.19,0.022,12.8,2,3.04,7
0.41,155,45,0.99807,0.27,7.3,0.19,0.057,8.8,13.9,2.94,8
0.5,137,16,0.993,0.24,6.1,0.41,0.049,10.4,1.6,3.32,6
0.36,148,42,0.99196,0.33,6.6,0.19,0.035,10.2,1.8,3.15,5
0.42,165,38,0.9945,0.3,6.8,0.51,0.066,9.1,4.2,3.2,5
0.49,148,52,0.9937,0.49,6.8,0.29,0.142,9,1.4,3.08,6
0.4,188,41,0.9915,0.25,6.6,0.27,0.052,11.3,3.1,3.24,5
0.48,85,13,0.9942,0.24,6.9,0.25,0.057,9.5,3.6,2.99,4
0.68,167,14,0.992,0.35,5.5,0.35,0.045,9.9,1.1,3.34,6
0.39,142,40,0.99215,0.31,7.1,0.21,0.021,10.8,3.8,3.17,7
0.51,244,48,0.9956,0.43,6.2,0.27,0.056,9,7.8,3.1,6
0.41,129.5,44.5,0.9998,0.4,7.3,0.22,0.042,9.1,14.75,3.36,7
0.47,144,15,0.993,0.49,7.9,0.2,0.053,10.5,1.6,3.16,5
0.36,95,11,0.98914,0.3,7.2,0.24,0.037,12.5,1.2,2.96,6
0.5,167,48,1.001,0.4,6.8,0.28,0.048,8.7,22,2.93,5
0.48,192,49,0.9979,0.39,7.2,0.23,0.058,9,14.2,2.98,7
0.88,75,18,0.9936,0.37,7.5,0.17,0.06,10.7,1.5,3.54,5
0.65,143,37,0.9944,0.23,6.4,0.34,0.039,10,6.3,3.19,6
0.54,81,22,0.99043,0.38,6.9,0.14,0.041,11.4,1,3.03,6
0.52,167,38,0.99954,0.31,6.9,0.19,0.043,9.1,19.25,2.93,7
0.56,120,17,0.9932,0.05,6,0.41,0.063,9.2,1.5,3.21,6
0.43,117,36,0.9945,0.23,6.7,0.19,0.047,9.6,6.2,3.34,6
0.45,115,19,0.9958,0.24,7.6,0.27,0.058,8.9,3.8,3.15,5
0.41,181,75,0.9942,0.44,6.4,0.29,0.2,9.1,3.6,3.02,5
0.7,156,32,0.99453,0.29,6.5,0.24,0.043,10.1,8.2,3.13,6
0.42,132,47,0.99655,0.28,6.9,0.13,0.05,10.1,13.3,3.34,6
0.45,125,50,0.99571,0.22,5.7,0.25,0.049,10.1,9.8,3.2,6
0.51,160,48,0.9952,0.23,5.3,0.26,0.034,10.5,5.15,3.82,7
0.45,94,25,0.99782,0.48,6.1,0.25,0.052,9.2,15.8,3.07,6
0.38,78,25,0.9931,0.15,6.6,0.38,0.044,10.2,4.6,3.11,6
0.56,186,53,0.997,0.35,8,0.23,0.044,9.5,9.2,3.09,7
0.55,167,78,0.9964,0.5,6.9,0.2,0.036,10.2,10,3.15,6
0.4,182,47,0.99093,0.25,5.6,0.34,0.046,11.3,2.5,3.21,5
0.52,187,53,0.996,0.19,7.1,0.26,0.051,9.7,8.2,3.16,5
0.45,177,22,0.9983,0.12,7.6,0.56,0.096,9.1,10.4,3.32,4
0.4,168,15,0.9944,0.2,7.5,0.42,0.06,9.4,1.4,3.06,6
0.45,148,32,0.99458,0.35,8.9,0.3,0.032,11.5,4.6,3.15,7
0.49,87,10,0.9922,0.42,7.7,0.22,0.052,11.8,1.9,3.3,6
0.54,228,29,0.99955,0.44,6.4,0.44,0.048,8.8,14.4,3.26,7
0.54,106,22,0.9935,0.25,6.8,0.2,0.052,10.8,6.2,3.09,5
0.31,140,45,0.99216,0.31,7,0.31,0.036,12,9.1,2.98,7
0.4,113,31,0.98779,0.28,6.4,0.35,0.037,14.2,1.6,3.12,7
0.41,116,36,0.991,0.34,7.5,0.28,0.028,12.3,4.2,2.99,8
0.55,166,32,0.992,0.32,8,0.37,0.04,11.3,1.6,3,7
0.37,104,42,0.98988,0.35,7,0.24,0.032,11.7,1,3.16,7
0.47,214,54,0.9961,0.24,6.8,0.26,0.052,8.9,7.8,3.13,5
0.59,114,20,0.99014,0.29,6.7,0.53,0.069,13.4,4.3,3.22,6
0.39,86,18,0.9908,0.42,7.6,0.29,0.035,11.3,1.3,2.99,5
0.38,129,48,0.99691,0.27,6.2,0.24,0.04,10.5,16.8,3.23,6
0.69,129,51,0.99116,0.42,6.45,0.14,0.05,11.1,1.2,3.27,7
0.62,140,58,0.99332,0.37,5.7,0.21,0.04,10.6,4.5,3.29,6
0.46,101,20,0.9914,0.33,6.8,0.23,0.047,11.1,1.9,3.1,6
0.52,123,42,0.99473,0.36,6.7,0.24,0.042,10.9,8.4,3.34,6
0.43,109,5,0.9913,0.44,5.8,0.24,0.029,11.7,3.5,3.53,3
0.37,146,57,0.9973,0.34,7.4,0.105,0.05,9,12.2,3.16,6
0.49,188,40,0.99652,0.3,7.2,0.3,0.05,9.1,8.1,3.15,6
0.44,98,23,0.99422,0.35,7.6,0.15,0.051,9.5,4.3,3.1,6
0.58,238,53,1.0017,0.55,7.4,0.32,0.056,8.7,16.6,2.96,6
0.78,78,16,0.993,0.28,7.1,0.19,0.033,11.4,3.6,2.91,6
0.4,191,57,0.9966,0.22,7.6,0.3,0.049,9.3,10.2,3.08,6
0.44,178,56,0.99578,0.24,7.15,0.17,0.119,10.2,9.6,3.15,6
0.81,125,9,0.99253,0.34,6.6,0.35,0.032,12,4.9,3.32,5
0.57,101,17,0.99438,0.19,5,0.24,0.043,10,5,3.67,5
0.6,154,61,0.9929,0.51,6.1,0.26,0.05,9.8,2.2,3.08,6
0.6,102,19,0.99121,0.39,6.8,0.13,0.034,11.3,1.4,3.23,7
0.55,66,18,0.99307,0.22,6.3,0.16,0.046,10.3,1.3,3.61,6
0.47,100,22,0.99066,0.31,7.8,0.26,0.025,12.1,3.6,2.99,7
0.5,118,38,0.998,0.46,7.8,0.18,0.052,10,13.6,3.15,6
0.33,99,32,0.9893,0.49,7.1,0.29,0.031,12.2,1.2,3.07,6
0.63,213,45,0.9991,0.42,7.7,0.3,0.045,9.2,14.3,3.18,5
0.42,163,8,0.99244,0.35,7.3,0.32,0.05,10.7,1.4,3.24,5
0.52,251,40,0.9956,0.3,6.7,0.18,0.048,10,6.4,3.29,5
0.61,234,59,0.9966,0.54,7,0.29,0.046,9.5,10.7,3.05,5
0.38,176,35,1.0103,0.28,7.9,0.33,0.053,8.8,31.6,3.15,6
0.39,80,20,0.99089,0.27,6.9,0.26,0.031,11.5,4.2,3.12,6
0.37,91,13,0.993,0.31,8.5,0.17,0.024,10.1,1,2.79,5
0.61,235,46,1.00182,0.54,9.2,0.34,0.06,8.8,17.3,3.08,6
0.48,110,39,0.99855,0.22,5.7,0.22,0.044,9,16.65,3.24,6
0.38,120,49,0.99312,0.82,6.7,0.325,0.152,9.2,1.2,2.99,5
0.39,86,35,0.98916,0.4,6.6,0.33,0.041,13.3,2.65,3.11,7
0.39,98,17,0.99142,0.38,5.5,0.375,0.036,10.5,1.7,3.29,6
0.67,115,21,0.994,0.39,7.6,0.28,0.038,10,1.2,3.16,6
0.44,200,57,0.99566,0.18,6.7,0.31,0.043,9.4,7.7,3.17,6
0.41,187,33,0.9938,0.42,7.4,0.18,0.036,10.6,2.1,3.4,7
0.42,92,35,0.9911,0.49,6.3,0.27,0.063,12.2,1.2,3.38,6
0.37,78,21,0.9921,0.36,8,0.2,0.032,10.4,1.2,3.08,6
0.56,130,42,0.99283,0.33,6.8,0.19,0.047,11,4.9,3.12,6
0.38,101,19,0.9918,0.29,8.6,0.485,0.026,12.4,4.1,3.01,5
0.58,162,35,0.9956,0.21,6.4,0.26,0.04,9.9,7.1,3.39,6
0.35,104,24,0.9896,0.02,5.2,0.36,0.031,12.2,1.6,3.44,6
0.56,168,60,0.99659,0.33,6.8,0.3,0.041,9.8,12.8,3.1,5
0.5,114,21,0.99784,0.71,6.8,0.19,0.042,9.5,17.5,2.85,6
0.5,124,26,0.99428,0.25,6.9,0.3,0.041,9.3,3.3,3.18,6
0.37,138,39,0.9892,0.32,6.2,0.29,0.026,13.1,3.6,3.31,7
0.34,79,6,0.99412,0.32,6.7,0.31,0.038,12.5,14.5,3.14,5
0.58,184,37,0.99787,0.26,7,0.26,0.039,10.3,10.8,3.47,7
0.66,148,42,0.99335,0.34,7.6,0.2,0.041,11.1,1.8,3.35,6
0.57,177,21,0.99166,0.28,7,0.3,0.042,11.4,2.2,3.2,5
0.53,111,42,0.99189,0.5,6.4,0.31,0.038,11.9,5.8,3.18,7
0.3,136,52,0.9932,0.58,6.6,0.22,0.133,9.1,1.1,3.1,5
0.39,133,25,0.99271,0.04,6.8,0.63,0.058,10.2,1.3,3.17,4
0.48,145,10,0.9942,0.49,8,0.18,0.061,10,1.8,3.23,5
0.52,162,47,0.9954,0.38,6.9,0.23,0.047,10.5,8.3,3.34,7
0.51,178,35,0.99313,0.29,6.2,0.29,0.046,10.5333333333333,5.6,3.25,5
0.54,243,66,0.99833,0.38,6.6,0.435,0.058,9.1,9.2,3.23,6
0.47,227,45,0.9966,0.37,7.3,0.29,0.044,9,8.3,3.12,5
0.45,92,23,0.99232,0.4,5.9,0.2,0.047,10,1.3,3.2,6
0.79,151,52,0.99726,0.37,7.6,0.19,0.033,10.4,13.1,3.18,6
0.44,102,22,0.9937,0.4,7.4,0.18,0.047,10.7,1.6,3.28,5
0.34,126,38,0.9958,0.32,7,0.16,0.045,9.2,8.3,3.21,5
0.4,73,20,0.9925,0.31,7.2,0.18,0.045,10.8,1.1,3.32,7
0.56,95,30,0.99078,0.25,6,0.2,0.041,11.1,2,3.27,6
0.51,170,55,0.99773,0.46,7.6,0.39,0.084,9,11.7,2.91,5
0.5,111,20,0.99228,0.18,6.2,0.27,0.028,10,1.5,3.41,5
0.42,181,50,0.9925,0.25,7.1,0.25,0.046,11,1.6,3.2,7
0.64,131,16,0.9936,0.33,6.9,0.24,0.04,10.7,4.8,3.26,6
0.5,195,55,0.9978,0.35,6.5,0.28,0.042,9.6,15.4,3.23,6
0.46,112,24,0.99505,0.34,7.3,0.32,0.032,9.8,6.6,3.22,6
0.43,167,41,0.9948,0.24,7.7,0.44,0.031,11.3,11.2,3.12,7
0.38,73,11,0.9938,0.48,9,0.31,0.043,11.6,6.6,2.9,5
0.36,95,11,0.98914,0.3,7.2,0.24,0.037,12.5,1.2,2.96,6
0.52,171,19,0.99808,0.3,6.8,0.18,0.062,9,12.8,3,7
0.42,89,29,0.98964,0.37,7.5,0.35,0.066,12.7,2.5,3.14,6
0.38,135,31,0.9904,0.36,6.9,0.48,0.03,12.2,3.5,3.14,7
0.59,95,27,0.99175,0.27,7.7,0.4,0.034,12.3,4.5,3.21,8
0.44,184,52,0.99097,0.34,6,0.24,0.036,11.45,1,3.44,6
0.56,104,31,0.9911,0.3,7.3,0.24,0.042,11.3,2.5,3.05,7
0.76,150,47,0.9948,0.32,7.9,0.17,0.053,9.6,1.6,3.29,6
0.55,127,48,0.99693,0.33,7.3,0.26,0.057,10,11.8,3.1,6
0.4,124,30,0.98922,0.3,6.1,0.33,0.036,13.1,3,3.31,7
0.43,96,14,0.9932,0.57,6.3,0.22,0.208,10,1.4,3.16,6
0.42,142,46,0.9928,0.28,6.3,0.21,0.051,10.1,1.5,3.23,6
0.57,170,57,0.99884,0.42,6.3,0.33,0.037,9.4,17.2,3.26,6
0.32,28,5,0.98985,0.28,5.9,0.17,0.027,10.6,0.7,3.13,5
0.88,191,27,1.00013,0.73,8.7,0.31,0.044,8.7,14.35,2.96,5
0.63,75,16,0.992,0.37,7.9,0.18,0.04,10.8,1.2,3.18,5
0.37,93,31,0.9916,0.34,9.2,0.25,0.026,11.3,1.2,2.93,7
0.41,83,32,0.9908,0.42,6.4,0.19,0.032,11.7,2.9,3.3,6
0.46,118,23,0.9938,0.33,6.3,0.23,0.052,10.4,6.9,3.23,6
0.41,127,27,0.9953,0.19,7,0.12,0.055,9.4,4.9,3.29,5
0.72,190,34,0.9944,0.12,6,0.32,0.041,10,5.9,3.16,5
0.49,121,42,0.9926,0.27,6.9,0.28,0.036,10.8,2.1,3.42,7
0.35,182,29,0.99104,0.26,6.8,0.22,0.041,11.2,1.2,3.04,5
0.42,150,28,0.9927,0.33,5.7,0.245,0.049,9.3,1.1,3.13,5
0.47,159,49,0.99434,0.26,6.8,0.46,0.147,10,6.3,3.14,5
0.42,151,51.5,0.99528,0.36,6.5,0.36,0.185,9.3,6.7,3.17,5
0.42,126,5,0.992,0.2,6.9,0.46,0.054,10.4,0.9,3.1,6
0.5,116,21,0.99736,0.18,6.4,0.29,0.04,9.2,15,3.14,5
0.41,70,8,0.99354,0.36,8,0.3,0.034,12.2,11,3.05,6
0.49,166,27,0.99474,0.18,7.1,0.33,0.094,9.5,6.3,2.9,5
0.54,224,68,0.9972,0.74,6.5,0.26,0.044,9.5,13.3,3.18,6
0.59,98,26,0.9914,0.36,7.2,0.36,0.038,12.5,5.7,2.93,7
0.44,217.5,15.5,0.992,0.33,6.4,0.23,0.044,11,1.15,3.33,6
0.33,154,52,0.99452,0.44,8.2,0.3,0.043,12,12.4,3.04,6
0.39,119,29,0.9974,0.39,7.5,0.33,0.065,9.4,12.4,3.16,5
0.7,97,31,0.99134,0.45,6.5,0.32,0.022,12.7,7.7,3.2,7
0.51,180,32,0.9965,0.26,6.9,0.32,0.053,9.2,8.3,3.25,6
0.53,139,12,0.9945,0.4,5.9,0.26,0.047,10.4,1.3,3.45,5
0.52,222,57,0.9979,0.48,6.3,0.67,0.052,9.3,12.6,3.17,6
0.5,162,21,0.99497,0.34,9,0.26,0.029,10.6,6.7,3.08,6
0.56,253,31,0.9953,0.34,7,0.21,0.033,10.5,8.5,3.22,6
0.27,88,14,0.99031,0.26,6.1,0.36,0.035,13,8.15,3.06,7
0.44,161,53,0.99838,0.78,7.5,0.28,0.041,8.7,12.1,2.98,5
0.5,210,59,0.99309,0.47,6.1,0.38,0.051,9.6,1.4,3.24,5
0.49,136,23,0.9957,0.27,6.6,0.34,0.059,10.1,6.2,3.3,6
0.45,55,5,0.9944,0.47,7.6,0.26,0.068,9.6,1.6,3.1,5
0.59,161,55,0.99546,0.31,6.4,0.31,0.045,10.2,12.9,3.02,5
0.38,93,30,0.99322,0.4,7,0.2,0.058,9.2,1.1,3.03,6
0.56,77,11,0.9956,0.24,7.1,0.47,0.044,9.7,6,3.21,5
0.39,68,15,0.9932,0.21,6.8,0.32,0.044,9.4,2.2,3.17,6
0.72,99,28,0.9928,0.49,7.3,0.14,0.038,10.6,1.1,3.2,6
0.55,204,61,0.99543,0.32,8,0.28,0.045,10.1,7.6,3.1,6
0.45,111,42,0.99896,0.24,6,0.28,0.047,8.9,17.8,3.1,6
0.4,106,28,0.99704,0.19,5.8,0.315,0.031,10.55,19.4,2.97,6
0.64,147,47,0.98836,0.39,5.9,0.28,0.031,12.9,1.4,3.08,7
0.58,114,40,0.99114,0.32,6.4,0.25,0.034,10.8,0.9,3.31,7
0.46,152,45,0.9921,0.28,6.3,0.37,0.034,11.6,6.3,3.29,7
0.32,96,18,0.9911,0.42,8.3,0.33,0.033,12.4,1.15,3.2,3
0.6,76,18,0.9892,0.3,6.7,0.64,0.03,12.9,1.2,3.16,4
0.42,120,54,0.9975,0.38,7,0.15,0.045,9.8,15.3,3.18,6
0.32,106,36,0.9905,0.22,6,0.16,0.042,11.4,1.6,3.24,6
0.52,115,29,0.9913,0.26,7.4,0.33,0.04,11.8,2.6,3.07,7
0.64,158,28,0.9907,0.28,6.3,0.19,0.022,11.4,1.8,3.2,6
0.5,164,26,0.9979,0.66,6,0.34,0.046,8.8,15.9,3.14,6
0.63,107,37,0.99159,0.29,6.7,0.3,0.025,11.3,2.8,3.31,7
0.31,140,45,0.99216,0.31,7,0.31,0.036,12,9.1,2.98,7
0.63,164,15,0.9927,0.49,6.9,0.21,0.041,11,1.4,3.25,5
0.42,240,62,0.9969,0.29,7.1,0.26,0.044,9.2,12.4,3.04,6
0.38,71,11,0.9926,0.35,8.7,0.24,0.042,10.6,0.6,3.08,5
0.49,145,49,0.99471,0.23,6.7,0.43,0.157,9.4,5,3.17,5
0.37,113,26,0.9983,0.29,8,0.29,0.046,9.7,13.2,3.25,6
0.44,151,39,0.99471,0.29,6.1,0.15,0.046,10.6,6.2,3.6,6
0.54,218,42,0.99652,0.39,7,0.31,0.055,10.3,7.5,3.37,5
0.51,115,42,0.9978,0.58,6.1,0.36,0.044,9,15,3.15,5
0.37,25,5,0.9918,0.34,8.5,0.22,0.04,10.5,0.7,3.04,4
0.33,124,23,0.9919,0.32,7.7,0.3,0.037,11,1.6,2.93,6
0.43,114,30,0.98794,0.25,6,0.29,0.033,13.2,1.4,3.08,6
0.4,66,11,0.99215,0.29,5.3,0.21,0.028,9.8,0.7,3.3,5
0.47,140,36,0.99166,0.31,7.1,0.34,0.032,12.3,5.2,3.35,7
0.39,126,40,0.9966,0.34,7.6,0.13,0.062,9.6,9.3,3.21,5
0.3,143,68,0.9983,0.28,7.6,0.22,0.056,9.2,12,2.99,6
0.9,116,17,0.9907,0.13,5.6,0.49,0.039,13.7,4.5,3.42,7
0.37,170,31,0.99644,0.32,7.1,0.26,0.044,11.2,16.2,3.17,5
0.41,161,44,0.9977,0.58,7.8,0.27,0.036,8.9,11.2,3.06,6
0.37,64,14,0.99012,0.33,7.3,0.145,0.042,11.8,1.1,3.1,7
0.44,148,18,0.9945,0.49,7.2,0.08,0.05,10.2,1.3,3.46,6
0.98,90,38,0.99002,0.36,5.7,0.28,0.041,11.9,1.8,3.27,7
0.33,83,26,0.98928,0.28,6.5,0.24,0.034,12.3,1.1,3.25,6
0.5,114,21,0.99784,0.71,6.8,0.19,0.042,9.5,17.5,2.85,6
0.69,163,45,1.0003,0.42,8,0.22,0.044,8.6,14.6,3.21,7
0.6,189,52,0.99784,0.29,6.9,0.38,0.048,9.5,13.65,3,6
0.41,142,38,0.98892,0.31,5.9,0.34,0.03,12.9,2,3.4,7
0.64,102,37,0.992,0.29,7.2,0.24,0.037,11,2.2,3.27,7
0.69,137,25,0.9938,0.2,6.1,0.38,0.033,10.4,6.6,3.3,6
0.41,155,45,0.99807,0.27,7.3,0.19,0.057,8.8,13.9,2.94,8
0.51,125,45,0.98964,0.37,6.7,0.16,0.036,12.4,1.3,3.19,7
0.53,151,33,0.99709,0.46,7.6,0.35,0.047,10.3,14.7,3.03,5
0.35,30,11,0.9924,0.05,5.6,0.29,0.038,9.2,0.8,3.36,5
0.5,53,10,0.98815,0.24,5.6,0.41,0.034,13.5,1.9,3.32,7
0.51,171,54,0.9987,0.51,7.9,0.345,0.047,9.1,15.3,3.09,5
0.42,126,23,0.9938,0.47,8.1,0.5,0.037,10.9,1.1,3.21,5
0.46,203,46,0.99573,0.45,6.2,0.28,0.045,9.2,7.5,3.26,6
